im_idx,image_id,category,stimulus,p_typicality,is_attn_check,presentation,block,trial,ISI,trigger_id
68,79,kitchens,img_lpj57.png,6,0,1,1,74,1.1,26
69,53,kitchens,img_0j24m.png,3,0,1,1,75,1.1,23
70,36,bedrooms,img_o37la.png,4,0,1,1,76,0.9,14
71,140,living_rooms,img_t3d7r.png,10,0,1,1,77,1.1,40
72,116,living_rooms,img_a9he3.png,8,0,1,1,78,1.1,38
73,133,living_rooms,img_o30wb.png,8,0,1,1,79,1,38
74,105,living_rooms,img_3jnt7.png,3,0,1,1,80,0.9,33
75,39,bedrooms,img_qbdgm.png,7,0,1,1,81,1.1,17
76,52,kitchens,img_05flq.png,1,0,1,1,82,1,21
77,81,kitchens,img_nyv2b.png,1,0,1,1,83,1,21
78,147,living_rooms,img_xu1p3.png,7,0,1,1,84,1,37
153,153,Attention,img_0kqc0.png,0,1,2,1,85,0.9,50
79,25,bedrooms,img_gsfx4.png,3,0,1,1,86,0.9,13
152,152,Attention,img_zvi2m.png,0,1,2,1,87,1.1,50
80,1,bedrooms,img_088sa.png,4,0,1,1,88,1.1,14
81,97,kitchens,img_xesl0.png,5,0,1,1,89,1.1,25
82,136,living_rooms,img_q9lab.png,3,0,1,1,90,0.9,33
83,2,bedrooms,img_0eflx.png,6,0,1,1,91,1,16
84,44,bedrooms,img_uttnz.png,5,0,1,1,92,1.1,15
85,32,bedrooms,img_le8uf.png,1,0,1,1,93,0.9,11
86,83,kitchens,img_p3hpc.png,6,0,1,1,94,0.9,26
87,90,kitchens,img_sfq2m.png,9,0,1,1,95,1,29
88,23,bedrooms,img_fnu4h.png,9,0,1,1,96,0.9,19
89,148,living_rooms,img_xy930.png,6,0,1,1,97,1.1,36
90,61,kitchens,img_79b5l.png,6,0,1,1,98,0.9,26
91,101,living_rooms,img_02alv.png,4,0,1,1,99,1,34
92,7,bedrooms,img_3kho5.png,2,0,1,1,100,1.1,12
93,98,kitchens,img_xtb79.png,2,0,1,1,101,1.1,22
94,121,living_rooms,img_bf8nx.png,9,0,1,1,102,0.9,39
95,11,bedrooms,img_7caxh.png,8,0,1,1,103,1,18
96,62,kitchens,img_7pgd2.png,8,0,1,1,104,1,28
97,89,kitchens,img_s9are.png,10,0,1,1,105,1,30
98,60,kitchens,img_72hmj.png,10,0,1,1,106,1,30
152,152,Attention,img_zvi2m.png,0,1,3,1,107,1.1,50
99,70,kitchens,img_di49w.png,6,0,1,1,108,0.9,26
100,64,kitchens,img_91lbx.png,3,0,1,1,109,1,23
101,84,kitchens,img_p659z.png,9,0,1,1,110,1.1,29
102,144,living_rooms,img_w8yhd.png,4,0,1,1,111,1,34
152,152,Attention,img_zvi2m.png,0,1,4,1,112,0.9,50
103,137,living_rooms,img_qz292.png,7,0,1,1,113,1.1,37
104,71,kitchens,img_eppte.png,7,0,1,1,114,0.9,27
105,141,living_rooms,img_tbs4n.png,7,0,1,1,115,1,37
106,143,living_rooms,img_vnxft.png,3,0,1,1,116,1.1,33
153,153,Attention,img_0kqc0.png,0,1,3,1,117,1,50
107,9,bedrooms,img_5yhyk.png,2,0,1,1,118,1.1,12
152,152,Attention,img_zvi2m.png,0,1,5,1,119,1,50
108,3,bedrooms,img_28eqs.png,1,0,1,1,120,0.9,11
109,51,kitchens,img_01w8b.png,8,0,1,1,121,0.9,28
110,117,living_rooms,img_amsgw.png,9,0,1,1,122,1,39
111,14,bedrooms,img_badai.png,4,0,1,1,123,0.9,14
112,87,kitchens,img_qmand.png,10,0,1,1,124,1,30
113,85,kitchens,img_q1ynd.png,5,0,1,1,125,1.1,25
114,149,living_rooms,img_yosqb.png,3,0,1,1,126,1,33
115,5,bedrooms,img_3bxjb.png,10,0,1,1,127,1,20
116,82,kitchens,img_nzqfw.png,10,0,1,1,128,0.9,30
117,145,living_rooms,img_wbws6.png,4,0,1,1,129,1.1,34
151,151,Attention,img_nr8nj.png,0,1,5,1,130,0.9,50
118,92,kitchens,img_u9f9l.png,7,0,1,1,131,1.1,27
153,153,Attention,img_0kqc0.png,0,1,4,1,132,1,50
119,21,bedrooms,img_e26ut.png,8,0,1,1,133,1,18
120,68,kitchens,img_d0k76.png,4,0,1,1,134,0.9,24
121,108,living_rooms,img_53nbn.png,6,0,1,1,135,1.1,36
122,34,bedrooms,img_mqnl6.png,5,0,1,1,136,1.1,15
123,46,bedrooms,img_x0u5z.png,10,0,1,1,137,1,20
124,94,kitchens,img_uwv6y.png,8,0,1,1,138,1.1,28
153,153,Attention,img_0kqc0.png,0,1,5,1,139,1,50
125,103,living_rooms,img_16kib.png,8,0,1,1,140,1,38
126,38,bedrooms,img_ozxpp.png,1,0,1,1,141,1,11
127,45,bedrooms,img_wijef.png,5,0,1,1,142,1,15
151,151,Attention,img_nr8nj.png,0,1,6,1,143,0.9,50
128,109,living_rooms,img_5jp4f.png,9,0,1,1,144,0.9,39
129,88,kitchens,img_qmgwq.png,9,0,1,1,145,1.1,29
130,13,bedrooms,img_b2jli.png,8,0,1,1,146,1.1,18
131,42,bedrooms,img_t4hvr.png,3,0,1,1,147,0.9,13
152,152,Attention,img_zvi2m.png,0,1,6,1,148,0.9,50
132,63,kitchens,img_7w5tw.png,2,0,1,1,149,1,22
133,114,living_rooms,img_9oofc.png,8,0,1,1,150,1.1,38
134,49,bedrooms,img_ys3qz.png,2,0,1,1,151,1.1,12
135,17,bedrooms,img_c4uwt.png,2,0,1,1,152,1.1,12
136,100,kitchens,img_z5osu.png,5,0,1,1,153,1.1,25
137,58,kitchens,img_57os5.png,9,0,1,1,154,1.1,29
138,28,bedrooms,img_jge7p.png,10,0,1,1,155,0.9,20
139,127,living_rooms,img_i6wsx.png,7,0,1,1,156,0.9,37
140,65,kitchens,img_anjr0.png,4,0,1,1,157,0.9,24
141,93,kitchens,img_uegbb.png,8,0,1,1,158,1.1,28
142,77,kitchens,img_inqod.png,5,0,1,1,159,1,25
143,110,living_rooms,img_6a0hu.png,4,0,1,1,160,1.1,34
144,40,bedrooms,img_ri0yx.png,10,0,1,1,161,0.9,20
145,123,living_rooms,img_dg5h7.png,10,0,1,1,162,1.1,40
146,107,living_rooms,img_4974k.png,7,0,1,1,163,1.1,37
147,99,kitchens,img_xti0z.png,8,0,1,1,164,0.9,28
148,50,bedrooms,img_zt893.png,5,0,1,1,165,0.9,15
149,91,kitchens,img_t27my.png,1,0,1,1,166,1.1,21
150,57,kitchens,img_463mq.png,2,0,1,1,167,1,22
1,103,living_rooms,img_16kib.png,8,0,1,2,168,1,38
2,121,living_rooms,img_bf8nx.png,9,0,1,2,169,1,39
3,143,living_rooms,img_vnxft.png,3,0,1,2,170,0.9,33
4,134,living_rooms,img_of8d6.png,1,0,1,2,171,1.1,31
5,124,living_rooms,img_eiu3c.png,5,0,1,2,172,0.9,35
6,34,bedrooms,img_mqnl6.png,5,0,1,2,173,1.1,15
7,25,bedrooms,img_gsfx4.png,3,0,1,2,174,0.9,13
8,86,kitchens,img_qihxi.png,7,0,1,2,175,1.1,27
9,74,kitchens,img_faly8.png,1,0,1,2,176,1,21
10,43,bedrooms,img_twj5p.png,4,0,1,2,177,1.1,14
11,118,living_rooms,img_astid.png,2,0,1,2,178,0.9,32
12,9,bedrooms,img_5yhyk.png,2,0,1,2,179,0.9,12
13,7,bedrooms,img_3kho5.png,2,0,1,2,180,0.9,12
14,70,kitchens,img_di49w.png,6,0,1,2,181,1,26
152,152,Attention,img_zvi2m.png,0,1,1,2,182,1.1,50
15,36,bedrooms,img_o37la.png,4,0,1,2,183,1.1,14
16,90,kitchens,img_sfq2m.png,9,0,1,2,184,1.1,29
17,54,kitchens,img_1r2ri.png,3,0,1,2,185,0.9,23
18,35,bedrooms,img_n9xll.png,7,0,1,2,186,1,17
19,39,bedrooms,img_qbdgm.png,7,0,1,2,187,1,17
151,151,Attention,img_nr8nj.png,0,1,1,2,188,0.9,50
20,33,bedrooms,img_mdpr4.png,6,0,1,2,189,1.1,16
21,6,bedrooms,img_3h4c9.png,9,0,1,2,190,1.1,19
22,5,bedrooms,img_3bxjb.png,10,0,1,2,191,0.9,20
23,98,kitchens,img_xtb79.png,2,0,1,2,192,0.9,22
24,114,living_rooms,img_9oofc.png,8,0,1,2,193,0.9,38
25,97,kitchens,img_xesl0.png,5,0,1,2,194,1.1,25
26,119,living_rooms,img_b17ma.png,1,0,1,2,195,0.9,31
27,144,living_rooms,img_w8yhd.png,4,0,1,2,196,1,34
28,67,kitchens,img_cxpff.png,6,0,1,2,197,1,26
29,138,living_rooms,img_ra2nm.png,6,0,1,2,198,0.9,36
30,102,living_rooms,img_0jzz7.png,9,0,1,2,199,1,39
31,47,bedrooms,img_x50f8.png,10,0,1,2,200,1,20
32,27,bedrooms,img_ic3os.png,9,0,1,2,201,0.9,19
33,63,kitchens,img_7w5tw.png,2,0,1,2,202,1.1,22
34,131,living_rooms,img_nb8p4.png,1,0,1,2,203,0.9,31
35,104,living_rooms,img_2qhro.png,8,0,1,2,204,1,38
36,50,bedrooms,img_zt893.png,5,0,1,2,205,1.1,15
153,153,Attention,img_0kqc0.png,0,1,1,2,206,1,50
151,151,Attention,img_nr8nj.png,0,1,2,2,207,1.1,50
152,152,Attention,img_zvi2m.png,0,1,2,2,208,1.1,50
37,19,bedrooms,img_d9ogj.png,6,0,1,2,209,1.1,16
38,123,living_rooms,img_dg5h7.png,10,0,1,2,210,0.9,40
39,139,living_rooms,img_s2zoe.png,5,0,1,2,211,1.1,35
40,30,bedrooms,img_kzg3h.png,7,0,1,2,212,0.9,17
41,52,kitchens,img_05flq.png,1,0,1,2,213,0.9,21
42,21,bedrooms,img_e26ut.png,8,0,1,2,214,1,18
43,112,living_rooms,img_73pyk.png,5,0,1,2,215,0.9,35
44,129,living_rooms,img_koooi.png,5,0,1,2,216,0.9,35
45,15,bedrooms,img_bntrh.png,6,0,1,2,217,1,16
46,72,kitchens,img_es7o2.png,2,0,1,2,218,1,22
47,48,bedrooms,img_ycgfe.png,9,0,1,2,219,0.9,19
48,84,kitchens,img_p659z.png,9,0,1,2,220,1.1,29
49,109,living_rooms,img_5jp4f.png,9,0,1,2,221,1,39
50,66,kitchens,img_cv6mf.png,4,0,1,2,222,0.9,24
51,26,bedrooms,img_h13c3.png,5,0,1,2,223,0.9,15
52,141,living_rooms,img_tbs4n.png,7,0,1,2,224,1,37
53,56,kitchens,img_411xa.png,2,0,1,2,225,1.1,22
54,4,bedrooms,img_2dnfy.png,3,0,1,2,226,0.9,13
55,49,bedrooms,img_ys3qz.png,2,0,1,2,227,1,12
56,132,living_rooms,img_njhlh.png,4,0,1,2,228,1,34
57,42,bedrooms,img_t4hvr.png,3,0,1,2,229,1,13
58,18,bedrooms,img_d26ik.png,7,0,1,2,230,1,17
59,146,living_rooms,img_x9w7o.png,10,0,1,2,231,1,40
60,148,living_rooms,img_xy930.png,6,0,1,2,232,0.9,36
61,14,bedrooms,img_badai.png,4,0,1,2,233,1.1,14
62,32,bedrooms,img_le8uf.png,1,0,1,2,234,1,11
63,82,kitchens,img_nzqfw.png,10,0,1,2,235,0.9,30
64,60,kitchens,img_72hmj.png,10,0,1,2,236,1.1,30
65,17,bedrooms,img_c4uwt.png,2,0,1,2,237,1.1,12
66,45,bedrooms,img_wijef.png,5,0,1,2,238,1,15
67,145,living_rooms,img_wbws6.png,4,0,1,2,239,1.1,34
152,152,Attention,img_zvi2m.png,0,1,3,2,240,1,50
68,107,living_rooms,img_4974k.png,7,0,1,2,241,1,37
69,110,living_rooms,img_6a0hu.png,4,0,1,2,242,0.9,34
70,44,bedrooms,img_uttnz.png,5,0,1,2,243,1,15
71,68,kitchens,img_d0k76.png,4,0,1,2,244,1,24
72,16,bedrooms,img_c2pbs.png,1,0,1,2,245,1,11
73,76,kitchens,img_g7870.png,4,0,1,2,246,1.1,24
74,96,kitchens,img_x9ml4.png,3,0,1,2,247,1.1,23
75,122,living_rooms,img_c0vzo.png,1,0,1,2,248,0.9,31
76,99,kitchens,img_xti0z.png,8,0,1,2,249,1.1,28
77,64,kitchens,img_91lbx.png,3,0,1,2,250,1,23
78,22,bedrooms,img_f4jxo.png,8,0,1,2,251,1,18
79,3,bedrooms,img_28eqs.png,1,0,1,2,252,1.1,11
80,125,living_rooms,img_hc49v.png,6,0,1,2,253,0.9,36
81,1,bedrooms,img_088sa.png,4,0,1,2,254,1.1,14
82,87,kitchens,img_qmand.png,10,0,1,2,255,1,30
152,152,Attention,img_zvi2m.png,0,1,4,2,256,1.1,50
83,133,living_rooms,img_o30wb.png,8,0,1,2,257,1,38
84,83,kitchens,img_p3hpc.png,6,0,1,2,258,1.1,26
85,89,kitchens,img_s9are.png,10,0,1,2,259,1.1,30
152,152,Attention,img_zvi2m.png,0,1,5,2,260,0.9,50
86,95,kitchens,img_v176l.png,1,0,1,2,261,1,21
87,75,kitchens,img_fhm45.png,7,0,1,2,262,1.1,27
88,23,bedrooms,img_fnu4h.png,9,0,1,2,263,1.1,19
89,140,living_rooms,img_t3d7r.png,10,0,1,2,264,1,40
90,91,kitchens,img_t27my.png,1,0,1,2,265,1.1,21
91,2,bedrooms,img_0eflx.png,6,0,1,2,266,0.9,16
92,61,kitchens,img_79b5l.png,6,0,1,2,267,1.1,26
152,152,Attention,img_zvi2m.png,0,1,6,2,268,0.9,50
93,111,living_rooms,img_6zz63.png,9,0,1,2,269,1,39
94,105,living_rooms,img_3jnt7.png,3,0,1,2,270,0.9,33
151,151,Attention,img_nr8nj.png,0,1,3,2,271,0.9,50
95,77,kitchens,img_inqod.png,5,0,1,2,272,1.1,25
96,71,kitchens,img_eppte.png,7,0,1,2,273,1,27
97,106,living_rooms,img_3ze38.png,2,0,1,2,274,1.1,32
98,127,living_rooms,img_i6wsx.png,7,0,1,2,275,1,37
99,80,kitchens,img_mawe6.png,9,0,1,2,276,0.9,29
100,73,kitchens,img_esb4r.png,3,0,1,2,277,0.9,23
101,37,bedrooms,img_ose78.png,8,0,1,2,278,1.1,18
102,65,kitchens,img_anjr0.png,4,0,1,2,279,1,24
103,13,bedrooms,img_b2jli.png,8,0,1,2,280,1,18
104,93,kitchens,img_uegbb.png,8,0,1,2,281,1.1,28
105,142,living_rooms,img_vgh2g.png,10,0,1,2,282,0.9,40
106,24,bedrooms,img_gqy6z.png,9,0,1,2,283,1,19
107,53,kitchens,img_0j24m.png,3,0,1,2,284,0.9,23
108,92,kitchens,img_u9f9l.png,7,0,1,2,285,1,27
109,62,kitchens,img_7pgd2.png,8,0,1,2,286,1.1,28
110,51,kitchens,img_01w8b.png,8,0,1,2,287,1.1,28
153,153,Attention,img_0kqc0.png,0,1,2,2,288,1.1,50
111,28,bedrooms,img_jge7p.png,10,0,1,2,289,1,20
112,85,kitchens,img_q1ynd.png,5,0,1,2,290,1,25
113,31,bedrooms,img_l1h36.png,1,0,1,2,291,1,11
114,149,living_rooms,img_yosqb.png,3,0,1,2,292,1.1,33
115,38,bedrooms,img_ozxpp.png,1,0,1,2,293,0.9,11
153,153,Attention,img_0kqc0.png,0,1,3,2,294,0.9,50
116,113,living_rooms,img_81nb0.png,1,0,1,2,295,0.9,31
153,153,Attention,img_0kqc0.png,0,1,4,2,296,1.1,50
117,11,bedrooms,img_7caxh.png,8,0,1,2,297,1.1,18
118,55,kitchens,img_3gm8h.png,4,0,1,2,298,1.1,24
119,8,bedrooms,img_49h18.png,3,0,1,2,299,1,13
120,88,kitchens,img_qmgwq.png,9,0,1,2,300,1,29
121,69,kitchens,img_d8xbu.png,10,0,1,2,301,1,30
122,20,bedrooms,img_dmjh8.png,3,0,1,2,302,0.9,13
123,147,living_rooms,img_xu1p3.png,7,0,1,2,303,1,37
124,130,living_rooms,img_mdh76.png,2,0,1,2,304,1,32
125,81,kitchens,img_nyv2b.png,1,0,1,2,305,1,21
126,40,bedrooms,img_ri0yx.png,10,0,1,2,306,0.9,20
127,128,living_rooms,img_iudc4.png,6,0,1,2,307,1.1,36
128,117,living_rooms,img_amsgw.png,9,0,1,2,308,1,39
129,108,living_rooms,img_53nbn.png,6,0,1,2,309,1.1,36
130,78,kitchens,img_j5rpx.png,5,0,1,2,310,1.1,25
131,59,kitchens,img_6nbgt.png,7,0,1,2,311,1.1,27
132,94,kitchens,img_uwv6y.png,8,0,1,2,312,0.9,28
151,151,Attention,img_nr8nj.png,0,1,4,2,313,1.1,50
151,151,Attention,img_nr8nj.png,0,1,5,2,314,1,50
133,41,bedrooms,img_rvssl.png,6,0,1,2,315,1,16
151,151,Attention,img_nr8nj.png,0,1,6,2,316,0.9,50
134,136,living_rooms,img_q9lab.png,3,0,1,2,317,0.9,33
135,150,living_rooms,img_zxvl3.png,5,0,1,2,318,0.9,35
136,10,bedrooms,img_65cdi.png,2,0,1,2,319,1.1,12
137,101,living_rooms,img_02alv.png,4,0,1,2,320,1,34
138,57,kitchens,img_463mq.png,2,0,1,2,321,1.1,22
153,153,Attention,img_0kqc0.png,0,1,5,2,322,1,50
139,100,kitchens,img_z5osu.png,5,0,1,2,323,0.9,25
140,120,living_rooms,img_bbs77.png,2,0,1,2,324,1,32
141,115,living_rooms,img_9wmp8.png,10,0,1,2,325,1.1,40
142,135,living_rooms,img_pjfx6.png,2,0,1,2,326,0.9,32
143,79,kitchens,img_lpj57.png,6,0,1,2,327,1.1,26
144,116,living_rooms,img_a9he3.png,8,0,1,2,328,1.1,38
145,46,bedrooms,img_x0u5z.png,10,0,1,2,329,0.9,20
146,12,bedrooms,img_a9acb.png,7,0,1,2,330,0.9,17
147,126,living_rooms,img_hmmra.png,3,0,1,2,331,1,33
148,29,bedrooms,img_kljj4.png,4,0,1,2,332,0.9,14
149,137,living_rooms,img_qz292.png,7,0,1,2,333,0.9,37
150,58,kitchens,img_57os5.png,9,0,1,2,334,1,29
1,61,kitchens,img_79b5l.png,6,0,1,3,335,1.1,26
2,59,kitchens,img_6nbgt.png,7,0,1,3,336,1.1,27
3,131,living_rooms,img_nb8p4.png,1,0,1,3,337,1.1,31
152,152,Attention,img_zvi2m.png,0,1,1,3,338,1,50
4,8,bedrooms,img_49h18.png,3,0,1,3,339,1.1,13
5,15,bedrooms,img_bntrh.png,6,0,1,3,340,1.1,16
6,73,kitchens,img_esb4r.png,3,0,1,3,341,0.9,23
7,32,bedrooms,img_le8uf.png,1,0,1,3,342,1.1,11
8,122,living_rooms,img_c0vzo.png,1,0,1,3,343,1,31
9,71,kitchens,img_eppte.png,7,0,1,3,344,1,27
152,152,Attention,img_zvi2m.png,0,1,2,3,345,0.9,50
153,153,Attention,img_0kqc0.png,0,1,1,3,346,1,50
10,43,bedrooms,img_twj5p.png,4,0,1,3,347,1.1,14
11,52,kitchens,img_05flq.png,1,0,1,3,348,1.1,21
12,103,living_rooms,img_16kib.png,8,0,1,3,349,1.1,38
13,136,living_rooms,img_q9lab.png,3,0,1,3,350,1.1,33
14,83,kitchens,img_p3hpc.png,6,0,1,3,351,1.1,26
15,139,living_rooms,img_s2zoe.png,5,0,1,3,352,1.1,35
16,1,bedrooms,img_088sa.png,4,0,1,3,353,1.1,14
17,54,kitchens,img_1r2ri.png,3,0,1,3,354,0.9,23
18,16,bedrooms,img_c2pbs.png,1,0,1,3,355,1.1,11
19,64,kitchens,img_91lbx.png,3,0,1,3,356,1,23
20,81,kitchens,img_nyv2b.png,1,0,1,3,357,0.9,21
21,133,living_rooms,img_o30wb.png,8,0,1,3,358,1,38
22,100,kitchens,img_z5osu.png,5,0,1,3,359,1.1,25
23,53,kitchens,img_0j24m.png,3,0,1,3,360,1,23
24,34,bedrooms,img_mqnl6.png,5,0,1,3,361,1,15
25,106,living_rooms,img_3ze38.png,2,0,1,3,362,0.9,32
26,141,living_rooms,img_tbs4n.png,7,0,1,3,363,1.1,37
27,38,bedrooms,img_ozxpp.png,1,0,1,3,364,1.1,11
28,46,bedrooms,img_x0u5z.png,10,0,1,3,365,0.9,20
29,108,living_rooms,img_53nbn.png,6,0,1,3,366,1,36
30,76,kitchens,img_g7870.png,4,0,1,3,367,0.9,24
31,24,bedrooms,img_gqy6z.png,9,0,1,3,368,0.9,19
32,94,kitchens,img_uwv6y.png,8,0,1,3,369,0.9,28
33,22,bedrooms,img_f4jxo.png,8,0,1,3,370,1.1,18
34,121,living_rooms,img_bf8nx.png,9,0,1,3,371,1,39
35,40,bedrooms,img_ri0yx.png,10,0,1,3,372,1.1,20
36,143,living_rooms,img_vnxft.png,3,0,1,3,373,1.1,33
37,91,kitchens,img_t27my.png,1,0,1,3,374,1.1,21
38,123,living_rooms,img_dg5h7.png,10,0,1,3,375,0.9,40
39,147,living_rooms,img_xu1p3.png,7,0,1,3,376,0.9,37
40,102,living_rooms,img_0jzz7.png,9,0,1,3,377,0.9,39
41,82,kitchens,img_nzqfw.png,10,0,1,3,378,0.9,30
42,146,living_rooms,img_x9w7o.png,10,0,1,3,379,0.9,40
43,135,living_rooms,img_pjfx6.png,2,0,1,3,380,1,32
44,129,living_rooms,img_koooi.png,5,0,1,3,381,1,35
45,70,kitchens,img_di49w.png,6,0,1,3,382,1,26
46,90,kitchens,img_sfq2m.png,9,0,1,3,383,1.1,29
47,69,kitchens,img_d8xbu.png,10,0,1,3,384,0.9,30
48,67,kitchens,img_cxpff.png,6,0,1,3,385,1,26
49,14,bedrooms,img_badai.png,4,0,1,3,386,1.1,14
50,114,living_rooms,img_9oofc.png,8,0,1,3,387,0.9,38
51,10,bedrooms,img_65cdi.png,2,0,1,3,388,0.9,12
52,47,bedrooms,img_x50f8.png,10,0,1,3,389,1.1,20
53,28,bedrooms,img_jge7p.png,10,0,1,3,390,1,20
54,118,living_rooms,img_astid.png,2,0,1,3,391,1,32
55,92,kitchens,img_u9f9l.png,7,0,1,3,392,1.1,27
56,65,kitchens,img_anjr0.png,4,0,1,3,393,1.1,24
57,149,living_rooms,img_yosqb.png,3,0,1,3,394,1.1,33
58,145,living_rooms,img_wbws6.png,4,0,1,3,395,0.9,34
59,30,bedrooms,img_kzg3h.png,7,0,1,3,396,0.9,17
60,51,kitchens,img_01w8b.png,8,0,1,3,397,1,28
61,144,living_rooms,img_w8yhd.png,4,0,1,3,398,1.1,34
62,112,living_rooms,img_73pyk.png,5,0,1,3,399,1.1,35
63,49,bedrooms,img_ys3qz.png,2,0,1,3,400,0.9,12
151,151,Attention,img_nr8nj.png,0,1,1,3,401,0.9,50
64,6,bedrooms,img_3h4c9.png,9,0,1,3,402,0.9,19
65,63,kitchens,img_7w5tw.png,2,0,1,3,403,1,22
66,27,bedrooms,img_ic3os.png,9,0,1,3,404,0.9,19
67,84,kitchens,img_p659z.png,9,0,1,3,405,0.9,29
68,9,bedrooms,img_5yhyk.png,2,0,1,3,406,1.1,12
153,153,Attention,img_0kqc0.png,0,1,2,3,407,1,50
